BSM_BUSSTO,BSM_CHINES,geometry
6920,捷運信義安和�,POINT (121.55270408 25.0341852781017)
3971,和信醫院,POINT (121.471449088636 25.1297678333065)
1923,客家文化主題�,POINT (121.52587 25.01996)
50660,忠義新城,POINT (121.527985259083 25.1076307301142)
1000080,小南門,POINT (121.506886 25.037787)
6666,第二果菜市場,POINT (121.535641564168 25.0657116573041)
4633,環南市場,POINT (121.493015 25.028698)
1000264,台電台北北區�,POINT (121.527349 25.090679)
1693,國家文官學院,POINT (121.614556708763 25.0531132569493)
1401,大同國小,POINT (121.518174242009 25.0648742651638)
1001346,松山寺,POINT (121.563551 25.024496)
1293,長春市場,POINT (121.54150373203 25.0548605061075)
200005071,福華飯店,POINT (121.5435 25.03736)
3896,污水處理廠,POINT (121.512009235051 25.0760116170959)
1059,康寧AIT社區,POINT (121.599106 25.078854)
1000326,民權復興路口,POINT (121.543931 25.062247)
16204,庫倫街,POINT (121.517705249119 25.0720324152278)
1074,星雲街,POINT (121.591673006002 25.0785848100859)
2381,文山行政中心,POINT (121.57018444056 24.9903143110297)
7001,木新路口,POINT (121.553793046119 24.9818620890345)
2268,芳蘭路,POINT (121.545608543148 25.0132511550887)
943,聯勤陽明山招�,POINT (121.549203841387 25.1481954447451)
1294,長春松江路口,POINT (121.532875892114 25.055026859728)
4861,康寧路一段,POINT (121.59252 25.08013)
1187,進安公園,POINT (121.53727 25.0463773793203)
1000207,內湖焚化廠(安�,POINT (121.603166 25.063062)
842,菁山遊憩區,POINT (121.55865 25.15167)
5020,陽明公園服務�,POINT (121.539545773492 25.1569638790546)
10014566,陽明公園後門,POINT (121.535942 25.160556)
5058,文化區民活動�,POINT (121.496980794425 25.1372648529011)
908,翠山派出所,POINT (121.560109 25.108243)
2477,華夏六村,POINT (121.566304206745 24.9906195262001)
4882,崁頂(中華路),POINT (121.511386912259 25.024227684318)
538,捷運南港站,POINT (121.607816 25.052565)
925,德行西路,POINT (121.521557470717 25.1045901550924)
1000498,行政院,POINT (121.52150794841 25.044830769039)
7610,長春國小,POINT (121.534254688892 25.0549935346566)
3328,士林監理站,POINT (121.514766149434 25.09512)
20269,土地銀行,POINT (121.575633643328 25.037873435751)
9449,故宮路口,POINT (121.5459327705 25.098068128396)
478,北投綠色圖書�,POINT (121.506288 25.135853)
723,拔子埔,POINT (121.543591 25.104977)
7613,長春市場,POINT (121.541493237046 25.054452444805)
4875,嘉禾社區,POINT (121.52425 25.01812)
2137,泰和里,POINT (121.56935 25.02112)
60141,松園,POINT (121.565229597553 25.1588079217484)
20375,安泰里一,POINT (121.616838 25.075256)
937,嶺頭,POINT (121.541536360844 25.1031851590031)
1816,萬華運動中心,POINT (121.507119777105 25.0472197597375)
14625,永明派出所,POINT (121.516366480061 25.1172201622833)
2546,靜心高中,POINT (121.545859 24.998797)
919,劍潭國小,POINT (121.522428926741 25.0813254393499)
1712,廣化天宮,POINT (121.585247127442 25.0146390115838)
281,建民里,POINT (121.511583390793 25.1051076206797)
14601,龍鳳谷,POINT (121.530696106134 25.1478993639153)
356,捷運北投站(大�,POINT (121.500597924192 25.1304779136289)
7248,奎山國中,POINT (121.521978 25.112694)
7209,惇敘工商(行義),POINT (121.527208433529 25.1432203796676)
4851,臺北流行音樂�,POINT (121.598698 25.051906)
1000945,衛星電台,POINT (121.564747 25.144435)
55011,擷翠新村,POINT (121.56344 25.121595574726)
177,洲美街219號,POINT (121.501442 25.10163)
2334,新生南路一段,POINT (121.531679610865 25.0400961695)
1686,研究院路三段,POINT (121.614623444138 25.0347547732554)
4856,富德公墓14區,POINT (121.586344 25.01244)
1000407,雅敘園,POINT (121.506324 25.140667)
200005012,捷運台北101/世�,POINT (121.563292 25.033102)
4606,大埔街,POINT (121.504596603059 25.032216621174)
2311,捷運古亭站(和�,POINT (121.524616 25.026787)
50074,香檳新村,POINT (121.5867 25.043831)
5985,社子派出所,POINT (121.505569775463 25.0895938280878)
56090,樟山寺一,POINT (121.5804405901 24.9744406000435)
8,八勝園,POINT (121.510841 25.141245)
9428,碧溪橋,POINT (121.57382 25.11624)
1841,寶興街,POINT (121.49443601719 25.025956102091)
9467,我家花園,POINT (121.573671728375 25.1249614655023)
4066,美堤碼頭,POINT (121.556622174274 25.0765959771169)
4625,龍山寺(西園),POINT (121.49967294725 25.037770472222)
884,菁山遊憩區一,POINT (121.561319844483 25.1513866040688)
6662,新興國中(新生),POINT (121.528048919547 25.0618092298867)
1694,國家文官學院,POINT (121.613783077776 25.0527761298371)
8543,碧湖山莊,POINT (121.58425 25.08454)
2033,三張犁,POINT (121.557635284848 25.0337565764733)
15110,懷恩隧道,POINT (121.553051963532 24.9978778426188)
2091,松山寺,POINT (121.563717 25.024773)
1054,馬槽溫泉,POINT (121.562545 25.178991)
2393,水鋼琴社區,POINT (121.580958243996 24.9815541435518)
14409,倫仔尾,POINT (121.57303 25.13068)
2316,捷運忠孝復興�,POINT (121.542240690051 25.0414105843829)
2092,松山車站(松隆),POINT (121.57892 25.048184)
1001267,冷水坑(往陽明�,POINT (121.563178869925 25.1677213409641)
2108,臥龍新村,POINT (121.563337540227 25.0126349195469)
14426,陽明山,POINT (121.54742174966 25.152497283644)
2462,景美女中,POINT (121.555554 24.980465)
1858,中正二分局,POINT (121.513955799771 25.032381673633)
9476,平菁街93巷二,POINT (121.578253 25.13909)
20383,師大,POINT (121.528575 25.026041)
915,齊賢華廈,POINT (121.525218915375 25.1184153455703)
20366,陽明瀑布,POINT (121.53636 25.15995)
1001016,菁山三,POINT (121.55836 25.14736)
1222,市民林森路口,POINT (121.523516807848 25.0475713644371)
4853,市民大道八段,POINT (121.602573 25.052569)
5057,文化區民活動�,POINT (121.497088525487 25.1371392471912)
84,公館華廈,POINT (121.506479 25.12457)
20357,臺安醫院,POINT (121.54543 25.04807)
2526,綠野山莊,POINT (121.587394559224 24.9883097449646)
1382,空軍司令部,POINT (121.540311649212 25.0793999240419)
1452,庫倫街,POINT (121.518073282294 25.0718401698316)
1993,捷運台大醫院�,POINT (121.51628455299 25.0419284123855)
60133,新東街口,POINT (121.566329464298 25.0591754985622)
1149,麗山高中(環山),POINT (121.576778119011 25.0840444486756)
7243,北投市場(公館�,POINT (121.503730523438 25.132658993914)
5046,南京金莊路口,POINT (121.589212889978 25.0618022015955)
5022,陽明書屋,POINT (121.544667238826 25.1629668633332)
4852,臺北流行音樂�,POINT (121.598398 25.052075)
1001337,景華街,POINT (121.547983919547 24.9981252298867)
1770,東園國小,POINT (121.497848378749 25.0228400067276)
3946,延平一站(長安),POINT (121.512845477201 25.051911557621)
4880,興業里,POINT (121.551505494102 24.9978393526576)
1000072,大龍峒保安宮,POINT (121.515655311749 25.0720538411811)
1001466,仁愛路二段,POINT (121.52567 25.03951)
4043,市民敦化路口,POINT (121.54955 25.04465)
60144,新安路五,POINT (121.556776317799 25.1275026335274)
20257,中山樓(正門),POINT (121.552561 25.155492)
1003,內湖新城,POINT (121.59688367813 25.0783722865346)
16023,南京吉林路口,POINT (121.529855025946 25.0520078098529)
2307,捷運六張犁站(�,POINT (121.55176 25.02376)
20416,第二殯儀館,POINT (121.552428459773 25.0151153793203)
993,內湖派出所,POINT (121.589709886071 25.0818300143344)
5018,大坑廟,POINT (121.538094496107 25.1588144593462)
1001795,瑞光路393巷,POINT (121.572953254637 25.0776921120924)
200005070,松德大樓,POINT (121.5720864 25.0321882)
634,天北站,POINT (121.526586862186 25.122830805288)
2441,捷運辛亥站,POINT (121.556577725107 25.0044613438634)
4990,天母圓環,POINT (121.532355169312 25.1250319279241)
20337,後山,POINT (121.557794017832 25.1839536536108)
2054,市民住宅,POINT (121.557443833399 25.0366089909755)
8623,捷運大橋頭站,POINT (121.513670893847 25.0626706117239)
14693,蔣公銅像,POINT (121.569343080453 24.9799946896602)
666,社新里,POINT (121.504361566762 25.0892046277377)
605,大興山莊,POINT (121.55784 25.12245)
20303,大華柏園,POINT (121.48868 25.14363)
1001253,捷運萬芳社區�,POINT (121.569352 24.998788)
1001293,下八仙土地公�,POINT (121.482799 25.115812)
9405,大崙尾山步道�,POINT (121.567787 25.106078)
9442,大興山莊,POINT (121.55779 25.12251)
893,福安里,POINT (121.495608499542 25.0958823715233)
1000708,陽明大學校門�,POINT (121.513272 25.119718)
1369,新生民族路口,POINT (121.528253382922 25.0689841059041)
14405,平菁街116巷口,POINT (121.572948046627 25.1241224284456)
8530,東湖國小,POINT (121.616675891022 25.0681031631551)
1000627,南港高工一,POINT (121.607046 25.056276)
50061,集應廟,POINT (121.489850026829 25.1425428196683)
60123,光復南路口,POINT (121.557535566257 25.0306028603547)
1000672,吉林國小,POINT (121.529972633353 25.0541988929268)
4044,市民敦化路口,POINT (121.54998 25.04487)
1480,延三觀光夜市,POINT (121.511085 25.064085)
1000281,新湖民善街口(�,POINT (121.575972991074 25.0586434990538)
1000416,大埔(明玄宮),POINT (121.535389422228 25.1431282441305)
10205,大同國小,POINT (121.518530842256 25.0662999657264)
6705,民權松江路口,POINT (121.533235056364 25.0622577020529)
50443,民權隧道,POINT (121.6047 25.07245)
1001261,照明寺,POINT (121.513275 25.131561)
50448,大湖公園,POINT (121.6052 25.0831)
4798,松仁路,POINT (121.569512081424 25.0243959894169)
4689,新生公園,POINT (121.529105 25.068448)
6019,信安街,POINT (121.555563487735 25.0235101255823)
4176,長沙街,POINT (121.505347462574 25.0406372729316)
1000811,上塔悠,POINT (121.56456841335 25.070810088841)
50065,陽明山靈骨塔,POINT (121.523844 25.138609)
572,天文科學館,POINT (121.518247871652 25.0954016577588)
2215,仁愛路二段,POINT (121.527573312955 25.0367408826669)
743,社區發展協會,POINT (121.559828112149 25.109679854716)
1000456,景文中學(臺灣�,POINT (121.567394638617 24.9853765140953)
1001782,古亭地政事務�,POINT (121.536132089414 25.0006373722173)
1001311,華僑會館,POINT (121.506158 25.139454)
200005001,捷運東門站2,POINT (121.527565 25.03422)
50444,東湖社區,POINT (121.618449566216 25.068965902008)
549,關渡國中(關渡�,POINT (121.467156 25.120832)
7004,臺北醫學大學,POINT (121.563488827932 25.0282411640192)
1990,捷運公館站,POINT (121.535185 25.013993)
50678,棲霞山莊,POINT (121.587906 24.987239)
200005020,捷運北門站1,POINT (121.509862 25.048737)
2149,捷運市政府站,POINT (121.56649 25.041265)
829,惠濟宮,POINT (121.531496705523 25.1017896388881)
14413,永公路三,POINT (121.55687573016 25.121166956347)
1589,新聚里,POINT (121.566859760813 25.0490712480443)
1000910,北藝大游泳館,POINT (121.47299409325 25.135939584449)
1001128,汀州路,POINT (121.511073 25.02706)
4653,貓空壺穴站,POINT (121.59524 24.96881)
1000106,金湖路口,POINT (121.60469 25.073547)
1421,民生重慶路口,POINT (121.51369271164 25.0571504842388)
1785,祖師廟(康定),POINT (121.502000875626 25.0397701585741)
50439,蘆洲里,POINT (121.597115 25.062125)
832,游園站,POINT (121.541178 25.17508)
1000946,衛星電台,POINT (121.564952 25.144802)
63,中和里,POINT (121.498755 25.142065)
1043,東南客運停車�,POINT (121.581269 25.063591)
2714,北藝大行政大�,POINT (121.470426 25.133906)
5063,進賢路口,POINT (121.505291 25.141179)
2438,國關中心,POINT (121.580393 24.989187)
2183,大安高工,POINT (121.54334302447 25.03251206564)
2373,公務人員訓練�,POINT (121.562127594784 25.0016947627282)
6714,松江長春路口,POINT (121.532847187439 25.0541181147315)
10206,民族承德路口,POINT (121.518726374942 25.0692561173789)
1000441,忠順街口,POINT (121.561829231052 24.9843077885823)
1432,成淵高中,POINT (121.518537919547 25.06087)
200005021,捷運北門站2,POINT (121.510506 25.049583)
1000851,指南宮,POINT (121.585437474256 24.9812125534647)
2069,市政府(松壽),POINT (121.564893286779 25.0358368102123)
1213,北安國中,POINT (121.541470704621 25.0776735981184)
1629,育成高中,POINT (121.609383731004 25.0589236255379)
9490,外雙溪橋,POINT (121.55796061226 25.111465280851)
2387,木柵國小,POINT (121.570181640374 24.9915349136218)
544,關渡自然公園,POINT (121.469040088878 25.1196386095939)
56111,石壁坑,POINT (121.583404697795 25.0030439478836)
60140,福林橋,POINT (121.527732 25.096946)
1521,西松國小,POINT (121.56366432496 25.0525904125965)
8602,民權大橋,POINT (121.578991421219 25.0669422555929)
2157,捷運麟光站,POINT (121.55853 25.01825)
1000162,民權吉林路口,POINT (121.529161500974 25.0625939969562)
4896,富洲里,POINT (121.468603 25.109113)
1001006,昌吉重慶路口,POINT (121.5136438049 25.066150277631)
1664,南港展覽館,POINT (121.6156 25.05534)
60152,居安新村,POINT (121.555252749766 25.1211905305426)
10139,萬美社區,POINT (121.563111 25.003475)
1574,捷運中山國中�,POINT (121.544017 25.061287)
1000234,萬隆,POINT (121.540313721911 24.9992744152262)
2392,木新路口,POINT (121.553535570299 24.981755304022)
4797,吳興國小(松仁),POINT (121.568665550926 25.0262267088369)
3917,捷運後山埤站(�,POINT (121.582245 25.044536)
1000350,貴子坑水土保�,POINT (121.492633753399 25.1452633730156)
5069,慈惠堂,POINT (121.51409 25.14301)
861,陽明教養院,POINT (121.54836175021 25.1104191040479)
1206,臺北大學(臺北�,POINT (121.542732574779 25.0574569987086)
7602,開南商工,POINT (121.522659410885 25.0419863750715)
6690,臺北科技大學,POINT (121.532172463125 25.0439822635493)
1000630,塔悠路,POINT (121.568904 25.061001)
2515,萬寧街,POINT (121.570888169576 25.0031062564275)
4035,海光公園,POINT (121.50821 25.08156)
6919,仁愛敦化路口,POINT (121.547497255018 25.037956565684)
2168,網球場,POINT (121.57643 25.01644)
1000204,內湖焚化廠(安�,POINT (121.603153 25.063126)
2349,聯合醫院仁愛�,POINT (121.543494254975 25.037019099155)
1001788,捷運北門站,POINT (121.510586 25.050667)
1000036,師大分部,POINT (121.538435 25.007707)
4033,克勤新村,POINT (121.560548 25.025877)
20360,上北投,POINT (121.51406 25.14187)
1862,仁愛光復路口,POINT (121.55728 25.03754)
9433,大直高中,POINT (121.543683782743 25.07978102212)
1055,東湖國中,POINT (121.619351259043 25.0726450755284)
922,德行(中山忠誠�,POINT (121.525046 25.103198)
1000109,捷運大安站(信�,POINT (121.543279488842 25.0332815130806)
1000217,發電所(西松高�,POINT (121.569875 25.055027)
1969,自來水西分處(�,POINT (121.51663415547 25.029865247508)
1000157,國賓飯店,POINT (121.522969858739 25.0562422589842)
1278,河濱公園大佳�,POINT (121.540787 25.072252)
1000019,健康新城,POINT (121.56216251653 25.054217211063)
1240,民權松江路口,POINT (121.533564964018 25.0625686349008)
4090,永春國小,POINT (121.576667445763 25.0455626162551)
8516,紫雲里,POINT (121.600365 25.07757)
4796,行忠行愛路口,POINT (121.579322018064 25.0653155236323)
6689,臺北科技大學,POINT (121.53155262084 25.0442499260623)
15106,永吉國中,POINT (121.573064829536 25.0475265050605)
168,竹子湖派出所,POINT (121.540379 25.167218)
4728,福聖宮(山水綠�,POINT (121.621080691049 25.0299420689211)
4721,福音山莊,POINT (121.623751641276 25.021787596715)
1000201,五分埤,POINT (121.62118809341 25.0762017702812)
4864,法治公園,POINT (121.5534780172 25.027367646157)
654,士林監理站,POINT (121.513958620393 25.09515)
2057,永吉國中,POINT (121.573640012273 25.0476659849629)
891,瑞湖街口,POINT (121.576798 25.067659)
1001445,龍興宮,POINT (121.5107678372 25.0283210023074)
939,礁坑橋（普宜�,POINT (121.5785 25.11948)
6924,仁愛安和路口,POINT (121.551695853635 25.037852136728)
50641,承德路七段,POINT (121.508551704635 25.1125604949037)
4605,廈安里,POINT (121.504168146781 25.0306970667598)
3949,雨農國小,POINT (121.528640834207 25.1050501328713)
1000674,合心廣場,POINT (121.583351 25.046356)
7236,秀山里,POINT (121.494135327259 25.1454283711567)
1662,南港高工一,POINT (121.607246 25.055781)
2004,植物園,POINT (121.509843602516 25.030052502292)
20312,臺北城市科技�,POINT (121.468095 25.132855)
